Content,Rating,Category Level,Category
"Lumayan, hanya saja. Banyak perizinan yang diminta",3,0,Netral
Kenapa ketika saya membuka aplikasi Threads tulisan yang ada didalamnya itu crash semua?,4,1,Positif
apk tolol,1,-1,Negatif
\u2764\ufe0f,5,1,Positif
\u2764\ufe0f,4,1,Positif
Kalian napa sih pakek kasih bintang 1 wajarlah banyak bug namanya jga awal liris yakali langsung sempurna kaya kamu hehe,5,1,Positif
Login gmna,1,-1,Negatif
"Masih Nge bug , tolong segera di perbaiki",1,-1,Negatif
Biasanya kalo di kasih bintang 1,1,-1,Negatif
"bug parah, masa baru login layar tampilannya di scroll jadi ancur gitu",1,-1,Negatif
Mantap,5,1,Positif
"Menurutku itungannya udah bagusss,,",5,1,Positif
Good,5,1,Positif
"Ini gimana ya, ko akun Instagram nya jadi gabisa di buka \U0001f62d",3,0,Netral
ga bisa create akun harus pake akun ig,1,-1,Negatif
Lumayan daripada lumanyun,5,1,Positif
"Aplikasi baguss,",5,1,Positif
Ya bole la,4,1,Positif
Twitter Jaman Now!,5,1,Positif
"bagus nihh, kurang fitur DM aja\U0001f601",5,1,Positif
nice,5,1,Positif
Sangat ramah bintang 5 \U0001f44d\U0001f3fe,5,1,Positif
Bukan yg ini,1,-1,Negatif
Yg ngebug hp nya upgrade wkwk,5,1,Positif
best I am very satisfied,5,1,Positif
"Seru juga sih, kek another version of Twt \U0001f60d",5,1,Positif
"Kanal yang mirip Twiter ini , sich",5,1,Positif
"Kok Info Nya Lengkap.... Kaya Alamat Lengkap,apa Yang Personal.... Jadi Curiga Bakalan Jualan Info Pribadi Kaya Facebook kemaren\xb2\U0001f5ff",1,-1,Negatif
Ngelag,1,-1,Negatif
baru install layar nge bug ...,1,-1,Negatif
pp,5,1,Positif
Masih agak lag tapi baguslah okeeee,5,1,Positif
Bug,1,-1,Negatif
Bug UI TEXT TIMPA Di HP REDMI 6A,1,-1,Negatif
"Yang pada komen negatif sabar, mungkin app ini masih dlm proses pengembangan",4,1,Positif
good,5,1,Positif
Bintang 5 soanya akun aku followers nya dikit @Zyaaaaa_33 bantu follow nanti aku follback\U0001f601btw apk nya bagus ga eror kok,5,1,Positif
Temne gw beluk makek muwehehehe,5,1,Positif
gw ke brp nih,5,1,Positif
Ga jelas masi bug layar patah patah,1,-1,Negatif
"Widih baru muncul dah rame aja, tapi masih kurang si, fitur translate belum ada",5,1,Positif
Sangat baik \U0001f44d\U0001f3fb,5,1,Positif
Bagus ajasih. Mirip twtr pas baru2 launching. Tp blm bikin nyaman krn timeline nya kek tempat sampah. Gak bisa di filter.,2,-1,Negatif
"ayo dongggg bisa beberapa akun dalam satu threads, buat saya yang kaum megang akun perusahaan, kan ige saya belum make threads jadinya:))",4,1,Positif
Nyoba wkwk,5,1,Positif
lucuu sii bagus jg,5,1,Positif
"Good app , but i don't know what next happen.",5,1,Positif
"Keren ,semoga mereka adu mekanik Twitter dan apk ini ,Rusia SMA OPM sma2 kuat sulit di musnah kan uraaa",1,-1,Negatif
I love it,5,1,Positif
"Bintang 2 dlu soalnya ga bisa nyimpan foto, tolong dong kasih vitur buat bisa nyimpan foto biar ga ribet nyalin linktrus download di google.",2,-1,Negatif
bagus,5,1,Positif
"Boleh gak sih, home di thread bener bener akun yang emang kita follow?? Bukan random akun yg boro boro difollow di IG??",3,0,Netral
"Aku menemukan 2 bug. Yang pertama saat unggah threads dengan lampiran foto resolusi tinggi, threads tidak terunggah padahal koneksi data unggahnya berjalan, dan itu dibarengi dengan aplikasi lag bahkan sampai forceclose. Dan yang kedua saat copy teks selain huruf alphabet (seperti huruf arab, Thailand, aksara jawa), aplikasi akan mengalami lag hingga kemudian forceclose. Untuk pengembang, tolong optimalkan lagi karena beberapa apl META mempunyai masalah sama terhadap kompresi media foto & video.",2,-1,Negatif
bintang 3 dulu. kalo mau upload foto aplikasinya keluar keluar sendiri,3,0,Netral
Tolong tambahin topik trending kek Twitter,5,1,Positif
Aplikasikanya mantap,5,1,Positif
\U0001f44d\U0001f44d,5,1,Positif
"SEJAUH INI, INI YANG PALING JAUH",5,1,Positif
Kenapa di redmi 8 enggak suport,2,-1,Negatif
Good,5,1,Positif
I can't post pictures or video,3,0,Netral
Dev tolong perbaikin lagi ya masa pas saya buka kok tulisannya itu gimana ya kayak ngefrezee sama ngikut gitu Dev aku gatau knp katanya ini juga apps barunya ig eh tau tau punya ku lag:),4,1,Positif
"Everytime I wanted to post, it always force closing. Please fix, thanks.",2,-1,Negatif
"kenapa saat saya ingin melihat orang yang saya ikuti malah tidak bisa, tolong diperbaiki untuk kedepannya",1,-1,Negatif
"halo threads team mau kasih saran nih buat apk nya, kasih fitur download foto dan video doong terimakasih threads team",3,0,Netral
"masi kedip"" gajelas",1,-1,Negatif
Ok,5,1,Positif
Eror gk bisa di scroll Pada numpuk2,1,-1,Negatif
"gass lah, lumayan para buzzer pada bingung",5,1,Positif
Lumayan sih tapi gak ad mode gelap,4,1,Positif
Bagus mirip twiter,2,-1,Negatif
Juki jabingan gawe sosmed men gaji admin sosial media munggah,5,1,Positif
Sinkornasi gagal,1,-1,Negatif
Bug parah,2,-1,Negatif
Bug screen,1,-1,Negatif
masi berantakan bgt,3,0,Netral
Wow amazing \U0001f929\U0001f929,5,1,Positif
"Bagus bgt, mudah2an gk pelit kyk sebelah..",5,1,Positif
Bug nya gg skroll dikit langsung banyak tampilan errornya,1,-1,Negatif
Lumayan bagus tapi jangan seperti Twitter ya,5,1,Positif
Keren,5,1,Positif
kren sih cuman agak lemot,3,0,Netral
"please, don't mix Instagram accounts with thread accounts, because most of us don't want to be known on other social media, if our username is the same as our Instagram account it will be easily found by other people",3,0,Netral
jangan download entar nyesel,1,-1,Negatif
yu brik my heat brik my hope,5,1,Positif
"Not bad sejauh ini, bug wajar sih mungkin karena baru launching.. kedepannya perbaiki aja min, good job",4,1,Positif
Masih bug... Aplikasi threads error... Stlah kata sandi IG diganti....,2,-1,Negatif
oksi,5,1,Positif
Yang ngebug atau lain2. Hp kurang canggih wkwk,5,1,Positif
"please update when you enter the app, it overwrites the Ui, please fix it\U0001f64f",1,-1,Negatif
Igg guaa balikinnn bangg kenapaa jdii gini igg guaa,1,-1,Negatif
Bagus. tapi kok punyaku ngebug yah. Tolong dong bantu,5,1,Positif
bug parah,1,-1,Negatif
"the Twitter has a translator system from English to the language we want, I want that feature in this Threads",4,1,Positif
Good,5,1,Positif
"Walaupun mau digugat sama twitter, gass teruss",4,1,Positif
Threads punya saya kenapa tidak bisa upload warna terang ya?,3,0,Netral
"Who is better, Elon or mark",5,1,Positif
Gooid,5,1,Positif
Tolong di perbaiki apknya. Id di bio instagram masa ga bisa dikembalikan,1,-1,Negatif
Bakal lebih bagus lagi tanpa mencantumkan lencana di bio si meskipun bisa disembunyikan/hapus . Menganggu bgt :( nyesel. Udah gausah rilis .,1,-1,Negatif
Aku pengguna ke 22593,5,1,Positif
Best apps ever.,5,1,Positif
"Kurang lengkap ""penerjemah ""belum muncul.",3,0,Netral
banyak bug,1,-1,Negatif
Kalau bisa ada fitur insight seperti di Instagram,5,1,Positif
Tolong Mark zuckerberg bug nya,1,-1,Negatif
Bugggggg,1,-1,Negatif
The best,5,1,Positif
"kenapa ya?kalau saya buka threads ig saya ke logout sendiri,trs kalau saya login lagi saya ga bisa buka threads",2,-1,Negatif
Segini dulu aja,4,1,Positif
"Mantap, inovasi baru dari meta mwehehe",5,1,Positif
kenapa pada saat ingin meng-upload foto malah keluar dari aplikasi?,2,-1,Negatif
"bug nya kebangetan banget, banyak yang tumpang tindih, tolong di perbaiki lagi!",2,-1,Negatif
Godd,5,1,Positif
I want the feature to download pictures like on Facebook,4,1,Positif
"Bagus kek twitter, yg komen bug atau yg lain hal mungkin sinyal atau hp lu pada (mungkin)",5,1,Positif
"Bagus kok bug"" apanya",5,1,Positif
Mantapppp,5,1,Positif
Tambah fitur terjemahan teks,5,1,Positif
"Yokoso,byk bug",1,-1,Negatif
Logout Mulu kalo disambungin ke ig,2,-1,Negatif
"Bagus aja, semoga ditambahin lagi fitur cakepnya. Saingan Twitter",5,1,Positif
"Tolong diperbaiki, tampilan patah patah dan ada bug",5,1,Positif
gaada tema buat ganti ke gelap,1,-1,Negatif
Mutulan dulu kali @ardipocen,5,1,Positif
Ko ig sya jadi nggak bisa dibuka setelah pake apk ini,1,-1,Negatif
"Awalnya bikin bingung, tolong tambahin fitur translate. Semoga kedepannya lebih baik ya & Terima kasih\U0001f970",4,1,Positif
mau jadi yg pertama disini aja soalanya klo di threads duluan mark,5,1,Positif
Ini gabisa pake 2 akun kahhhh \U0001f62d\U0001f62d\U0001f62d,2,-1,Negatif
So many bug,2,-1,Negatif
Kenapa tampilan nya pecah pecah,1,-1,Negatif
Bagus,5,1,Positif
"Thank You, Buat Yang Bikin Aplikasi Ini!",5,1,Positif
Id Thread tidak muncul di Bio. Mohon segera diatasi,1,-1,Negatif
Gok gok,5,1,Positif
Nitip,5,1,Positif
"Andai saja kasih ""Story"", rame ni aplikasi",2,-1,Negatif
Waduh om ini apk bagus om lanjutkan persaingannya om saya suka nih yang begini begini kalo hidup gaada masalah ya cari masalah sendiri,5,1,Positif
Saran Untuk Menambahkan Fitur Di Dalam Aplikasi Threads Yaitu Fitur Beralih Akun Secara Manual Di Aplikasi Threads Tanpa Harus Ke Instagram,3,0,Netral
Aplikasi gak bisa scroll masih lelet numpuk\xb2 gitu? Gimana sih tolong di perbaiki.thanks!,1,-1,Negatif
Jujurly lebih suka twitter pokoknya,2,-1,Negatif
Nice,5,1,Positif
Aku leluhur,5,1,Positif
uu,5,1,Positif
Lebih ringan dari Twitter untuk balas dan retweet.,4,1,Positif
NEED TRANSLATE!!!,4,1,Positif
anjay,5,1,Positif
Saran Feature Tambahkan tombol navigasi terjemahan untuk memudahkan pengguna dari negara luar bahasa,2,-1,Negatif
di hp android bug,1,-1,Negatif
masih terdapat bug,1,-1,Negatif
Need more improvement . Some fiture like save img . But over all like UI dll i realy love it.,4,1,Positif
Seruuuuu,5,1,Positif
Oke,5,1,Positif
"Aku harap aplikasi ini tidak eror seperti twitter, twitter yang menyebalkan",4,1,Positif
"Gw gak ngerti cara pakenya, kok punya org\xb2 bisa buat SG caranya Gmn? Kasih tau dongg",3,0,Netral
"please update to provide posting features in other applications such as on Instagram you can post the same post on Facebook, and also add the Instagram story featured",5,1,Positif
"Bagus semua, simpel, bisa pake akun IG, follower di Instagram pun bisa di follow. Saran aja dikasih fitur download gambar, translate seperti di Instagram, threadnya bisa di mark/simpan seperti di Instagram",5,1,Positif
masih ngebug aplikasinya,1,-1,Negatif
perlu untuk lebih ditingkatkan keoptimalan nya,4,1,Positif
Eror cuyyy sekarang,1,-1,Negatif
"Perbaiki bug pada hp saya Vivo Y17, Saat Mengscroll dia malah jadi dobel layarnya dan itu sangat mengganggu. Semoga di Perbaiki masa Perusahaan Besar tidak bisa memperbaikinya. Cya",1,-1,Negatif
Tentram dan Damai ~~~,5,1,Positif
Gasss,5,1,Positif
"Banyak yang bilang bug itulah itulah, sebenarnya gada sih, kayaknya hp kalian aja yang ketinggalan zaman \U0001f920",5,1,Positif
Erorr,3,0,Netral
Nice Nice Nice,5,1,Positif
Sering error dan ngebug tapi gpp ada freya,3,0,Netral
hp saya yang udah ketinggalan kali ya error gabisa discroll,1,-1,Negatif
Seruuuu,5,1,Positif
Pengganti twiterrr,5,1,Positif
There are no translation tools. Why are there no translation tools?,3,0,Netral
"Aku barusan mo posting picture langsung keluar keberanda hp dung,seperti mo posting gambar gak bisa,kek kena tolak Ama ni aplikasi",1,-1,Negatif
"Aku gk ada problem, hp kalian aja yg kentang",5,1,Positif
"Aplikasinya bagus banget mirip kayak Twitter,tapi nanti tambahin fitur hashtag,multi akun dong makasih \U0001f64f\U0001f3fb:D",5,1,Positif
Cocok buat main rp,5,1,Positif
Keren lebih keren dari twitter,5,1,Positif
nyaingin Bang elon ygy wk\u0175kwkw,5,1,Positif
For close ketika gua coba upload foto,3,0,Netral
Di tunggu gelut sama Elon musk,5,1,Positif
Blum bisa di gunakan.,2,-1,Negatif
Ga bisa chtan,3,0,Netral
"Login hrs pke ig, bye",1,-1,Negatif
Masih ad bugny baru masuk UIny pada timpa\xb2,1,-1,Negatif
Nice good,5,1,Positif
Memuaskan,5,1,Positif
Aplikasinya eror. Tolong di perbaiki,1,-1,Negatif
Kenapa ga ada hastag trending kayak sebelah.,4,1,Positif
Good,5,1,Positif
"Ini gimana njingg, tulisannya bikin gua pusing tolol",1,-1,Negatif
"Buat apk yg baru rilis udah not bad lah,tinggal dikembangin lagi aja,diperbanyak fiturnya,dll yg buat menarik.",3,0,Netral
Bug UI. lol,1,-1,Negatif
Banyak yg mikir ini itu apk kaya Instragram ini kaya Twitter woyyy cuma pake akun ig aja \U0001f44d,5,1,Positif
Good apk,5,1,Positif
OMAGA Twitter nya Mark Zuckerbor\U0001f480\U0001f480,5,1,Positif
"Pleaeenga bisa di scrolll di hp ku inii,tolong perbaiki",1,-1,Negatif
"perfect app daripada twiter yang banyak peraturan, semoga aplikasi ini bisa berkembang maju daripada sebelah",5,1,Positif
bgus,5,1,Positif
"eror, susah ngescrol, patah patah lgi",1,-1,Negatif
"Gak terlalu bagus, gak terlalu buruk juga. Saya cuman mau minta saran, tolong tambahkan fitur translate dan fitur DM\U0001f64f",4,1,Positif
Tambahkan fitur Explore dan multi akun,4,1,Positif
Baru download,5,1,Positif
Aplikasinya bagus sekali,5,1,Positif
\u2b50\u2b50\u2b50\u2b50\u2b50,5,1,Positif
"Videonya masih burik, berharap ada translate nya\U0001f642",4,1,Positif
Mantap\U0001f44d,5,1,Positif
Aplikasinya bagus. semoga setiap akun hanya bisa dikelola oleh satu pengguna saja. dan tidak ada sampah-sampah yang mengandung sex seperti aplikasi lainnya.,5,1,Positif
gada dark theme nya,3,0,Netral
Just another Twitter?,3,0,Netral
"Sudah bagus, vibesnya dan ui nya lebih baik dari twitter menurutku. fiturnya masih kurang lengkap misal fitur save atau tags masih belum ada. Agak susah pula kalau pindah akun dan akun yg sudah dibuat tidak bisa dihapus. Kalau untuk upload foto atau video saya belum mencoba tetapi dari pengamatan saya foto yang diupload di threads lebih tajam dan tidak terkena kompresi seperti di instagram. Jadi menurut saya untuk urusan upload foto threads ini sudah sangat bagus",3,0,Netral
"there is a bug in threads SIT instagram with case : 1. create status in threads 2. added to instagram 3. Status in threads is deleted 4. delete story on instagram can't appear pop up ""your video hasn't been deleted, try again."" 5. Already tried 2 times and videos cannot be deleted",5,1,Positif
moga lebih baik dari tweet,5,1,Positif
ENAKAN TWITTER. THREADS CUMA JIPLAKAN DARI TWITTER HAHAHAHA,1,-1,Negatif
Still have bug in dark mode,5,1,Positif
Masih di dapatkan bug \U0001f623,1,-1,Negatif
Bgus tapi eror,3,0,Netral
baru mau nyoba,5,1,Positif
Eror,2,-1,Negatif
"Tolong tambah fitur trending ,dan memang harus ada pembatasan karakter postingan sperti twitter jaman dulu, dan bisa pilih trending berdasarkan lokasi",3,0,Netral
Ngene\U0001f44d\U0001f3ff\U0001f44d\U0001f3ff\U0001f44d\U0001f3ff,5,1,Positif
"Perasaan gue aman\xb2 aja ni apk, Ga ada freeze dll.",5,1,Positif
"Tolong untuk tambahkan kolom trending, dan hashtag dapat berfungsi di aplikasi ini \U0001f64f\U0001f3fb",5,1,Positif
Download karena bagus \u274c Download karena skuad Paox \u2705,4,1,Positif
Semoga bisa menyaingi yang sebelah,5,1,Positif
glitch,1,-1,Negatif
bug nya masih banyak sampe ngeblank wkwk di android sama loading nya lama bangett padahal wifi udah 1000mbps,2,-1,Negatif
"Agak payah dapat like dan comem, sainganya centang biru semua \U0001f62a",3,0,Netral
ea,1,-1,Negatif
Aku FOMO doang\U0001f605\U0001f642\U0001f64f\U0001f3fb,5,1,Positif
THIS APP IS GOOD AF,5,1,Positif
Bug tross,1,-1,Negatif
ternyata cuma bikin theread aja,5,1,Positif
"Bagus sih Mirip sama aplikasi sebelah sih, mungkin ini bakal jadi saingan, bahkan sampai ke fiturnya",4,1,Positif
\U0001f44d,5,1,Positif
Saya baru coba kok muncul bug. Padahal hp saya baik-baik saya. Tolong dong dari pihak threads,1,-1,Negatif
Belum ada menu untuk sematkan postingan.,2,-1,Negatif
"Baru posting video tes kriuk standar komunitas, sudah diblokir gimana ini, mending Twitter is freedom of speech",1,-1,Negatif
tolong dong adain fitur buat ngehapus akun threads nyaa trs lencana yang di bio ig nya bisa dihapus permanen .,3,0,Netral
Nunggu kreator au pindah di sini,5,1,Positif
Such a good app for Twitter Alternative because they're greedy...,5,1,Positif
selama,4,1,Positif
boring,1,-1,Negatif
Belum bisa save gambar,3,0,Netral
"Elon musk vs mark Zuckerberg \U0001f645 Twitter vs thread, \U0001f646",5,1,Positif
Sampah.,1,-1,Negatif
Tambahkan tema di linimasa biar keliatan fresh tampilannya...gak monoton hitam putih,4,1,Positif
Asik semoga makin lama gak makin aneh ya aplikasi yang ini,5,1,Positif
Please Version Lite,1,-1,Negatif
"ini idenya ngikutin Twitter, gila emnh Mark Zuckerberg",4,1,Positif
Suka soalnya kya Twitter,5,1,Positif
Nice app,5,1,Positif
Kok bergetar ya layar nya?,5,1,Positif
"bagus!! tapi aku agak bingung gak bisa bedain yg follow sama yg enggak, kalopun harus diliat satu\xb2 agak ribet soalnya. mungkin bisa kasih perbedaan. tolong dibaca ya dev :')",5,1,Positif
Tempe goreng\U0001f60b,2,-1,Negatif
"Min cara mengaktifkan lencana yang ter pencet ""sembunyikan lencana""di bio ig gmn? Tolong tutor",4,1,Positif
Mirip\xb2 kaya Twitter,4,1,Positif
Saya harap threads kayak twitter jgn cuma teks aja,3,0,Netral
Moga ada fitur kayak apa yg trending gitu dan translatenya.,5,1,Positif
"baguss tapi pas di download ngelag, padahal sinyal full",5,1,Positif
Apa gunanya mengikuti kalau halaman awal dipenuhi oleh orang-orang yang tidak saya ikuti? Sunggu sangat tidak jelas,1,-1,Negatif
"Sedian fitur tambahan kaya bisa klik hashtag, trending, dm, save foto, download video",3,0,Netral
Tambahin fitur baru,4,1,Positif
Tolong adakan fitur Gif dan Hastag\U0001f64f\U0001f60a,4,1,Positif
Masih banyak bug,1,-1,Negatif
Rada bosok tapi gapapa,1,-1,Negatif
"Bug Atau hp gua yang jelek, soalnya masih belum bisa post photo",5,1,Positif
Nica,5,1,Positif
Anggap aja sdh bagus \U0001f44d\U0001f3fb\U0001f60e,5,1,Positif
"Overall bagus, cuman masih ada bug dan hal lain yang harus di tambahkan, seperti hastag, search keyword, trends, media, bookmark, pin post dll. Dan semoga standar komunitas di app ini tidak se-konyol di Facebook",3,0,Netral
Zuck vs elon I pick zuck for this time,5,1,Positif
mark ngebug anying kacauu,1,-1,Negatif
"Lumayanlah, semoga kedepannya nambah banyak fitur lagi.",5,1,Positif
"Ini di bikin untung saingan nya Twitter woii Kok mau di samain kyk Instagram,, yaa udah beda laa",5,1,Positif
Mohon bantuan nya dong. Aku mau upload foto ngga bisa. Selalu keluar terus tiap kali mau upload foto. Mohon bantuannya \U0001f64f,4,1,Positif
"Cukup menarik sih sebagai alternatif twitter, login nya jg sangat simple . . . Animasi saat open close foto/video jg asik fluid jg . . . Mudah\xb2 an di kasih opsi biar video tdk run otomatis jd lebih hemat kuota & jg saran dr sy lebih enak klo saat di like postingan, foto video tinggal double klik kyk instagram udh cukup mantap buat app ini . . .",4,1,Positif
Uda download. Tapi tiba2 gak bisa d pakai lrna eror,1,-1,Negatif
Mirip Twitter Tapi Lebih Bagusss,5,1,Positif
kerennn cuyy,5,1,Positif
anjay keren banget,5,1,Positif
Sudah bagus tingkatkan,5,1,Positif
apk ngentod,1,-1,Negatif
Tw gameover..,5,1,Positif
"Bagus banget, dan kekurangan nya cuma ga bisa multi akun, jadi bisa nya cuma login 1 akun saja\U0001f972 ga bisa 2 atau 3 akun..",5,1,Positif
Cuma penggen ngasih 5 aja.....,5,1,Positif
Good,5,1,Positif
"Aplikasi bikin Candu, haha",5,1,Positif
Muasukkkk gan,5,1,Positif
Asik banget ini apk,5,1,Positif
Tetep Instagram lebih baik,1,-1,Negatif
Saran selanjutnya untuk threads: 1. Tambahkan fitur mode gelap 2. Tambahkan fitur multi akun,3,0,Netral
"Aplikasinya nge-glitch di hp saya, masig menunggu update-an selanjutnya",3,0,Netral
Mantap Min semoga berkembang dan manfaat\U0001f917\U0001f44f,5,1,Positif
"Msih butuh bnyak update, contohnya bug saat logout gk bsa login lg",3,0,Netral
Ngambil data pribadinya banyak banget,1,-1,Negatif
Tolong di hape saya malah kayak hancur aplikasinya.... Saya refresh2 malah ketimpa jendela satu dengan yang lainnya,2,-1,Negatif
"Coba aja dlu, sapa tau cocok",5,1,Positif
Ada cerita misterinya ga gaes?,5,1,Positif
Sejauh ini masih bagus,5,1,Positif
Login aja wajib pakai akun instagram. Ngak praktis dan menyusahkan. Bad,1,-1,Negatif
"Baru install karena saran temen, mari kita coba, semoga kedepannya semakin maju",5,1,Positif
Kok gak bisa up foto ya,4,1,Positif
Kok threads saya macet yaa dan blank tolong diperbaiki,1,-1,Negatif
"sumpah nih apk bagus banget, cuma tampilannya aja kurang oke menurut ku. 1. Tombol Like koment dan share nya sangat berdekatan jadi kadang salah pencet. 2. Tidak ada fitur dm. 3. Tidak ada fitur untuk melihat siapa yg belum follow back kita. 4. Tidak ada fitur search timeline (semoga update kedepannya bakal dipertimbangkan untuk ditambahkan)",3,0,Netral
"untuk hari pertama udah okay sih. tapi emang ada beberapa fitur yg harus ditambah kayak fitur save/download foto, sematkan threads, DM, hastag biar bisa liat yg trending, multi acc, dan filter untuk kata-kata yang mau kita sembunyikan dari TL.",4,1,Positif
Threads udah gak kayak dulu lagi \U0001f614,1,-1,Negatif
Mantapp \U0001f525,5,1,Positif
Mantap,5,1,Positif
Akun saya tidak bisa mengikuti orang orangg\U0001f62a,4,1,Positif
Baik,5,1,Positif
"Belum dicoba, semoga bagus",5,1,Positif
Aplikasinya eror,1,-1,Negatif
Semoga bisa menghasilkan cuan seperti tiktok,5,1,Positif
"Masih awal percobaan, sejauh ini lancar. Semoga di masa depan semakin banyak kemudahan fitur.",5,1,Positif
lebih better lah bagi pengguna twitter karena di Twitter ada yang bayar kalo scroll itu mknya pada pindah,5,1,Positif
"baru juga belum sehari rilis dah pada minta fitur kek Instagram, twitter, tiktok lol",5,1,Positif
"Masih baru nyoba, untuk tampilannya bagus sih",5,1,Positif
ya mbuh ya,5,1,Positif
Mantap follow ig :momoy_ya,5,1,Positif
akun gue di hack anajy,1,-1,Negatif
Bosok error pas dibuka,1,-1,Negatif
ALL IN BANG MARK ZUCKERBERG,5,1,Positif
Bagus,5,1,Positif
Aplikasi pesaing Twitter \U0001f923,4,1,Positif
males maen ig kirain bisa login pake email selain pake ig,2,-1,Negatif
"Kalau bisa, ditambahkan untuk fitur penerjemah agar memudahkan pengguna Threads. Thankyou",5,1,Positif
so far so good sih,5,1,Positif
Ini buat apaan anjir gajelas bat,1,-1,Negatif
Woy tambahin album di galeri biar GK scrolling sampe akar terus kalo share foto,3,0,Netral
So far so good... \U0001f913,4,1,Positif
bantu rate ajah,5,1,Positif
"Coba dulu, jika bagus kedepannya kita kasih 5 bintang",4,1,Positif
Berguna untuk kaum galauyers \U0001f64c\U0001f3fb,5,1,Positif
Work cokk mantap\U0001f601\U0001f923,5,1,Positif
Sangat membantu saya dalam menjalankan informasi penting dari seputaran kampung saya\U0001f64f\U0001f3fb,5,1,Positif
Nyoba dulu!,5,1,Positif
menarik,5,1,Positif
Moga aja bagus,5,1,Positif
gg mark,5,1,Positif
Good,5,1,Positif
Not bad,5,1,Positif
Coment ahh\U0001f923,5,1,Positif
Semoga ga kaya tw***er apa-apa limit,5,1,Positif
Bagusssssss,5,1,Positif
Bagus sih,4,1,Positif
"Seharusnya Log in g harus pakai akun IG,biar bisa bikin username new",4,1,Positif
Kaya twiter,5,1,Positif
Saat saya membuka Threads terjadi bug seperti glitch saat loading. Tolong difix ya soalnya mau coba pake Threads :).,4,1,Positif
Ikut ikutan aja yang lagi viral,5,1,Positif
Kesini gara2 twitter mulai g asyik \u270c,4,1,Positif
App ini vibesnya kayak Twitter menurut gue,4,1,Positif
"ikut trend aja deh, mungkin berapa bulan lagi udh uninstall",5,1,Positif
Keren,5,1,Positif
Sebenernya tinggal tambahin fitur DM tambah manteb si,5,1,Positif
Best,5,1,Positif
Blm rame sih tp asikk lah,5,1,Positif
Tuku minyak numpak becak Tak nyimak wae cak\U0001f64c,5,1,Positif
Tolong berikan fitur translate,4,1,Positif
Saat membuka apk threads tiba tiba saja nge glitch,1,-1,Negatif
"tolong tambah fitur filter di timeline , mual saya liat bacotan cringe ,alay & stress nya para d4jj4l centang biru",1,-1,Negatif
Waduh,4,1,Positif
Masih explore fitur\xb2nya... Belum nemu W.O.W nya \U0001f601,4,1,Positif
Ok,4,1,Positif
Saya mendownload aplikasi ini karena Build Jakapan Puttha \U0001f499,4,1,Positif
Elon Musk (Twitter) Vs Mark Zuckerberg (Threads),5,1,Positif
"nyontek mulu, masih banyak bug",1,-1,Negatif
Masih banyak kekurangan (ya ini app baru) tapi paling penting adalah tagar dan semacamnya (belum ada trending topic) semoga makin lengkap ngunggulin aplikasi sebelah \U0001f64f,5,1,Positif
Seru juga main Threads. Salam dari @kakdidik13 & @withkakdidik,5,1,Positif
\U0001f338\U0001f338\U0001f338\U0001f338\U0001f338\U0001f338\U0001f338,5,1,Positif
saran kalo bisa ada translate,4,1,Positif
Very nice,4,1,Positif
\U0001f44d,5,1,Positif
keren sih\U0001f601,5,1,Positif
"Diinstal nggak bisa""",1,-1,Negatif
Cara persaingan yang sehat,5,1,Positif
satu dulu,1,-1,Negatif
"Kayanya belum ada menu terjemahan/translate, atau udah ada. Kalo udah ada bisalah kasih tau",5,1,Positif
Apk nya nge crash,1,-1,Negatif
"JAMGAN TERLALU SAYANG SAMA SESEORANG, NANTI KALO TIDAK SESUAI EKSPEKTASI KITA BAKAL NYESEL",5,1,Positif
Makasih bang mark,5,1,Positif
"Segini dulu, belum terlihat ada yang istimewa",4,1,Positif
"ntr gw ceritain ke anak gw nanti, kalo gw tuh dulunya player threads season 1\U0001f608\U0001f92c",5,1,Positif
Karena ini masih baru jadi yaah ga papa deh tapi pengen ada DM terus save photo,5,1,Positif
"Pls lah knp ngebug gini sih?? Tolong diperbaiki. Klo sdh baik, aku bkln perbaiki jg bintangnya.",2,-1,Negatif
"Gk tw, blom nyoba, btw klen tim elon ato mark? Wkwkwk ktnya mreka mw brantem \U0001f5ff",5,1,Positif
Lebih di tingkatkan lagi \U0001f64f,5,1,Positif
"Download aja dulu, siapa tau jadi artis \U0001f62d",5,1,Positif
reflek bosku mantap\U0001f44d,5,1,Positif
Pengganti si burung biru,5,1,Positif
"njaluk tulung,, ajari aku,, gmn cara nya ini?? Heuheuuuu....",5,1,Positif
Gw pegang mark subcrib\U0001f60e\U0001f64f,5,1,Positif
Aku hadir,5,1,Positif
\U0001f44d\U0001f44d\U0001f44d\U0001f44d,5,1,Positif
Di sini tidak ada pembatasan melihat postingan,5,1,Positif
Gg,5,1,Positif
nge bug mulu gabisa scroll,1,-1,Negatif
"Bintang 2 dulu, karena saat di buka apk langsung ngebug seperti tulisan dan gambar acak-acakan. dan semakin di scrool semakin acak tulisannya:v",2,-1,Negatif
"Gw download karna mark mau nyaingi elon , dari segi kemanusian mark lebih bagus dibanding elon yang apk twitternya berbayar\U0001f5ff\U0001f5ff \U0001f5ff",5,1,Positif
Nice mark,5,1,Positif
Oke mari kita mulai dan nilai sendiri!!!,4,1,Positif
Yaa bolehlah,5,1,Positif
Belum tau pasti tentang aplikasi nya tapi saya coba dlu,5,1,Positif
threads : @jimrasyp,5,1,Positif
